summary_nr,fatality_ind,partition
200962504,0,test
200962512,0,test
200962520,0,train
200962538,0,test
200962553,0,test
200962561,0,test
200962579,0,test
200962595,0,test
200962603,0,test
200962629,0,train
200962637,0,test
200962645,0,train
200962702,0,test
200962710,0,test
200962736,0,train
200962744,0,test
200962751,0,test
200962769,0,train
200962777,0,test
200962785,0,test
200962793,0,test
200962801,0,test
200962843,0,train
200962850,0,train
200962868,0,test
200962876,1,train
200962884,0,train
200962900,1,test
200963023,0,test
200963031,1,train
200963049,0,test
200963056,1,test
200963072,0,test
200963080,0,train
200963114,0,test
200963130,1,train
200963148,0,train
200963155,0,test
200963163,0,test
200963171,0,train
200963197,0,test
200963205,1,test
200963213,0,test
200963221,0,test
200963239,0,test
200963247,1,test
200963254,0,test
200963270,0,test
200963288,0,train
200963296,0,test
200963304,0,test
200963312,1,test
200963320,0,train
200963338,0,test
200963346,0,train
200963353,0,train
200963478,0,test
200963486,0,train
200963494,0,test
200963510,1,test
200963619,0,train
200963635,0,train
200963643,0,train
200963650,0,train
200963676,1,test
200963684,0,test
200963692,1,test
200963718,0,test
200963726,0,train
200963734,0,train
200963932,0,test
200963957,0,test
200964054,0,train
200964153,0,test
200964260,0,test
200964369,0,train
200964542,1,train
200964575,0,train
200964773,0,test
200964781,1,test
200965077,0,test
200965101,0,train
200965119,0,test
200965176,0,test
200965184,0,test
200965192,0,test
200965226,0,test
200965234,0,test
200965291,0,test
200965309,0,test
200965325,0,train
200965333,0,train
200965341,1,test
200965366,0,test
200965481,0,test
200965499,0,train
200965515,1,test
200965531,0,test
200965614,0,train
200965671,0,test
200965747,1,test
200965788,0,train
200965796,0,test
200965820,0,test
200965846,0,test
200965853,0,test
200965861,0,test
200965887,0,train
200966182,1,train
200966190,0,test
200966224,1,test
200966323,0,train
200966406,0,test
200966414,0,test
200966422,0,test
200966430,0,test
200966513,0,test
200966521,0,test
200966539,0,test
200966547,1,train
200966554,0,test
200966562,0,train
200966588,0,train
200966596,0,train
200966604,0,train
200966612,0,test
200966620,0,test
200966679,0,train
200966711,0,train
200966752,0,test
200966760,0,test
200966927,1,test
200966935,0,test
200966943,0,test
200966992,1,train
200967008,0,test
200967131,0,test
200967149,0,test
200967156,1,train
200967164,1,test
200967198,1,train
200967230,0,train
200967347,1,train
200967461,1,test
200967479,0,test
200967487,0,test
200967495,0,train
200967503,0,test
200967511,0,test
200967529,0,test
200967552,0,test
200967560,0,test
200967594,0,train
200967602,0,test
200967610,0,test
200967636,0,test
200967644,0,test
200968055,1,train
200968063,0,test
200968089,0,test
200968451,0,test
200968469,0,test
200968493,0,train
200968550,0,test
200968568,1,test
200968576,0,test
200968618,0,train
200968634,0,test
200968642,0,test
200968675,1,test
200969087,1,train
200969160,0,train
200969178,1,train
200969186,0,test
200969269,0,test
200969277,0,test
200969293,0,test
200969301,1,test
200969335,0,test
200969343,0,test
200969350,0,train
200969368,1,train
200969376,0,test
200969384,0,test
200969475,0,test
200969871,0,test
200969889,0,train
200969897,0,test
200969988,0,train
200970002,0,test
200970010,1,train
200970028,1,test
200970036,1,test
200970051,1,train
200970069,1,train
200970077,1,train
200970085,1,train
200970093,1,test
200970101,1,test
200970119,1,train
200970135,1,test
200970143,1,validation
200980019,1,test
200980027,1,test
200980035,1,test
200980043,1,test
200980050,1,test
200980068,1,test
200980076,1,test
200980084,1,test
200980092,1,test
200980100,1,test
200980118,1,test
200980126,1,test
200980134,1,test
200980142,1,train
200980159,1,test
200980175,1,test
200980183,1,test
200980191,1,train
200980217,1,test
200980233,1,test
200980241,1,test
200980258,1,test
200980266,1,test
200980274,1,train
200980282,1,test
200980290,1,test
200980308,1,train
200980316,1,test
200980340,1,train
200980357,1,test
200980365,1,test
200980373,1,train
200980381,1,train
200980399,0,test
200980449,1,train
200980464,1,test
200980472,1,test
200980498,1,test
200980506,1,test
200980514,1,test
200980530,1,train
200980548,1,test
200980555,1,train
200980563,1,test
200980571,1,train
200980589,1,test
200980597,1,test
200980605,1,test
200980613,1,train
200980621,1,test
200980639,1,train
200980647,1,train
200980654,1,test
200980662,1,test
200980670,1,test
200980696,1,train
200980704,1,test
200980712,1,train
200980720,1,test
200980738,1,test
200980746,1,test
200980761,1,test
200980779,1,train
200980787,1,test
200980795,1,test
200980803,1,train
200980811,1,test
200980829,1,test
200980845,1,train
200980852,1,test
200980860,1,test
200980878,1,test
200980886,1,train
200980894,1,train
200980902,1,train
200980910,1,test
200980928,1,train
200980936,1,test
200980951,1,test
200980969,1,test
200980977,1,test
200980985,1,test
200980993,1,test
200981009,1,test
200981017,1,validation
200981025,1,validation
200981033,1,validation
200981041,1,validation
200981058,1,validation
200981066,1,validation
200981074,1,validation
200981082,1,validation
200981090,1,validation
200981108,1,validation
200981116,1,validation
200981124,1,validation
200981132,1,validation
200981140,1,validation
200981157,1,validation
200981165,1,validation
200981173,1,validation
200981199,1,validation
200990190,1,validation
200990414,1,test
200990422,1,train
200990430,1,train
200990448,1,test
200990612,1,test
200990620,1,train
200990752,0,test
200990760,1,test
200990778,1,train
200990786,1,test
200990794,1,test
200990950,1,test
200990968,1,test
200990976,1,train
200990984,1,test
200990992,1,test
200991008,1,train
200991016,0,test
200991057,0,train
200991065,1,test
200991073,0,test
200991081,1,test
200991099,1,test
200991107,1,train
200991115,1,train
200991131,1,test
200991149,1,train
200991156,1,test
200991172,1,test
200991271,1,train
200991297,0,train
200991313,1,train
200991321,0,train
200991669,0,test
200991958,1,train
200992469,1,train
200992477,1,test
200992485,0,train
200992493,1,test
200992659,1,test
200992675,1,train
200992683,1,test
200992691,0,test
200992709,1,test
200992717,1,train
200992725,1,train
200992758,1,test
200992766,1,train
200992774,1,test
200992865,0,test
200992873,1,train
200992899,1,test
200992907,1,test
200992915,1,train
200992923,1,test
200992931,1,test
200992949,1,test
200992964,1,test
200993053,1,test
200993061,1,train
200993079,1,train
200993087,1,test
200993095,1,test
200993103,1,train
200993111,1,test
200993251,1,test
200993269,0,test
200993277,0,test
200993285,0,test
200993293,0,test
200993301,1,test
200993319,0,train
200993327,1,test
200993335,1,train
200993343,1,train
200993368,1,test
200993376,1,train
200993384,0,test
200993392,1,train
200993400,1,train
200993418,0,train
200993459,0,test
200993467,1,test
200993475,1,test
200993483,1,test
200993657,0,test
200993673,1,test
200993681,1,test
200993699,1,test
200993707,1,test
200993715,1,test
200993723,1,test
200993731,1,train
200993749,1,test
200993863,1,test
200993871,1,test
200993897,1,test
200993905,1,train
200993962,1,test
200993970,1,train
200993988,1,test
200993996,1,test
200994002,1,train
200994028,0,test
200994036,1,test
200994044,1,test
200994168,1,train
200994176,1,test
200994192,1,train
200994218,1,test
200994226,1,test
200994234,1,train
200994242,1,train
200994259,1,test
200994275,1,train
200994366,1,test
200994564,1,test
200994580,1,test
200994762,1,test
200994788,1,test
200994796,0,test
200994879,1,test
200994887,1,test
200994903,0,train
200994911,1,test
200994937,1,train
200994960,1,test
200994978,1,test
200994986,0,test
200994994,1,test
200995009,1,train
200995017,1,train
200995025,1,test
200995033,0,train
200995041,1,train
200995124,1,test
200995132,0,test
200995157,1,test
200995256,1,test
200995264,1,test
200995272,1,test
200995298,1,test
200995389,1,test
200995488,1,test
200995496,1,test
200995504,1,test
200995512,1,train
200995587,0,test
200995595,1,test
200995702,1,train
200995710,1,test
200995801,1,test
200995819,1,test
200995827,0,test
200996007,1,train
200996023,1,test
200996049,1,train
200996353,1,train
200996361,1,test
200996379,1,test
200996387,1,train
200996395,1,test
200996403,1,train
200996577,1,train
200996585,1,test
200996593,1,test
200996601,1,test
200996643,1,test
200996650,1,test
200996676,1,test
200996684,0,test
200996692,1,test
200996700,1,test
200996718,1,test
200996726,1,test
200996734,1,test
200996742,1,test
200996759,1,train
200996775,1,test
200996783,1,train
200996791,1,test
200996809,0,test
200996817,1,test
200996825,1,test
200996833,1,train
200996841,1,train
200996866,1,test
200996874,1,train
200996890,1,train
200996908,1,test
200996916,1,test
200996932,1,train
200996965,1,train
200996973,1,test
200996999,1,train
200997005,1,test
200997013,1,train
200997021,1,test
200997146,0,train
200997153,1,test
200997161,0,test
200997187,1,test
200997195,1,test
200997203,1,train
200997229,1,test
200997237,0,test
200997245,0,train
200997252,1,test
200997260,1,train
200997278,1,test
200997286,1,test
200997294,1,test
200997302,0,train
200997310,1,test
200997328,1,train
200997336,1,test
200997344,1,test
200997351,1,train
200997377,1,test
200997385,1,test
200997393,0,train
200997401,1,validation
200997419,1,validation
200997427,1,validation
200997443,1,validation
200997450,1,validation
200997476,1,validation
200997484,1,validation
200997492,1,validation
200997500,1,validation
200997518,1,test
200997526,1,test
200997633,1,train
200997641,1,validation
200997658,1,validation
200997666,1,validation
200997674,1,validation
200997682,1,validation
200997690,1,validation
200997708,1,validation
200997724,1,validation
200997732,1,validation
200997757,1,validation
200997765,1,validation
200997773,1,validation
200997799,1,validation
200997807,1,validation
200997823,1,validation
200997849,1,test
200997856,1,validation
200997864,1,validation
200997872,1,validation
200997880,1,validation
200997906,1,validation
200997914,1,validation
200997922,1,validation
200997930,1,validation
200997948,1,validation
200997955,1,validation
200998060,1,validation
200998086,1,validation
200998094,1,validation
200998102,1,validation
200998110,1,validation
200998128,1,validation
200998144,1,validation
200998151,1,validation
200998169,1,validation
200998177,1,validation
200998193,0,validation
200998201,1,validation
200998219,1,validation
200998227,1,validation
200998235,1,validation
200998243,1,validation
200998268,1,validation
200998276,1,validation
200998292,1,validation
200998318,1,validation
200998326,1,validation
200998334,1,validation
200998359,1,validation
200998367,1,validation
200998375,1,validation
200998383,1,validation
200998409,1,validation
200998417,1,validation
200998425,1,validation
200998441,1,validation
200998458,1,validation
200998466,1,validation
200998482,1,validation
200998508,1,validation
200998516,1,validation
200998524,1,validation
200998532,1,validation
200998540,1,validation
200998557,1,validation
200998565,1,validation
200998573,1,validation
200998581,1,validation
200998599,1,validation
200998607,1,validation
200998615,1,validation
200998631,1,validation
200998748,1,validation
200998755,1,validation
200998870,1,validation
200998888,1,validation
200998904,1,validation
200998912,1,validation
200998938,1,validation
200998946,1,validation
200998995,1,validation
200999027,1,validation
200999035,1,validation
200999050,1,validation
200999068,1,validation
200999076,1,validation
200999092,1,validation
200999100,1,validation
200999118,0,validation
200999134,1,validation
200999142,1,validation
200999167,1,validation
200999175,1,validation
200999183,1,validation
200999191,1,validation
200999209,1,validation
200999225,1,validation
200999233,1,validation
200999241,1,validation
200999258,0,validation
200999266,1,validation
200999274,1,validation
200999282,1,validation
200999357,1,validation
200999373,1,validation
200999381,1,validation
200999399,1,validation
200999407,1,validation
200999415,1,validation
200999423,1,validation
200999548,1,validation
200999670,1,validation
200999688,1,validation
200999696,1,validation
200999704,1,validation
200999712,1,validation
200999720,1,validation
200999738,1,validation
200999761,1,validation
200999886,1,validation
201000007,1,test
201000064,1,test
201000072,1,test
201000080,1,test
201000098,0,train
201000106,1,test
201000122,0,test
201000130,1,test
201000148,1,test
201000155,1,train
201000171,1,test
201000189,1,train
201000197,1,test
201000205,1,train
201000213,1,test
201000221,1,train
201000239,0,train
201000247,1,train
201000254,1,test
201000262,1,validation
201000270,1,test
201000288,1,validation
201000296,1,validation
201000304,1,validation
201000338,1,validation
201000353,1,validation
201000379,1,validation
201000395,1,validation
201010055,0,test
201010089,0,test
201010097,0,test
201010196,0,test
201010204,0,test
201010220,0,train
201010238,0,validation
201010246,0,validation
201010295,0,validation
201010329,0,validation
201010337,0,validation
201020021,0,test
201020062,0,test
201020070,0,test
201020088,0,test
201020096,0,test
201020104,0,train
201020112,0,test
201020138,0,test
201020146,0,train
201020153,0,test
201020161,0,test
201020179,0,test
201020187,0,test
201020195,0,test
201020229,0,test
201020237,0,train
201020245,0,train
201020260,0,test
201020294,0,test
201020302,0,test
201020310,0,train
201020328,0,test
201020336,1,train
201020351,0,test
201020369,0,test
201020377,0,test
201020385,0,train
201020393,0,train
201020401,0,test
201020419,0,test
201020427,0,test
201020435,0,train
201020443,0,train
201020450,0,test
201020468,0,test
201020476,0,test
201020484,0,train
201020492,0,train
201020526,0,test
201020534,0,train
201020542,0,train
201020559,0,train
201020567,1,test
201020575,0,test
201020583,0,train
201020591,0,test
201020609,0,train
201020617,1,train
201020625,1,train
201020633,0,test
201020641,0,train
201020658,0,test
201020666,0,test
201020674,0,train
201020682,0,test
201020690,0,test
201020708,1,train
201020716,1,test
201020724,0,train
201020732,0,train
201020740,0,test
201020757,0,test
201020765,0,test
201020773,0,test
201020781,0,test
201020799,0,test
201020807,1,test
201020815,0,test
201020823,0,test
201020831,0,train
201020849,0,test
201020856,0,train
201020864,0,test
201020872,0,test
201020880,1,test
201020898,0,train
201020906,0,train
201020914,0,train
201020922,0,train
201020930,0,train
201020948,0,test
201020955,0,test
201020971,0,test
201020989,0,test
201020997,0,test
201021003,0,test
201021011,0,test
201021029,0,test
201021037,0,test
201021045,0,test
201021052,0,train
201021060,0,test
201021078,1,test
201021094,1,test
201021102,0,test
201021110,0,train
201021128,0,test
201021136,0,test
201021144,0,train
201021151,0,train
201021169,0,train
201021177,0,test
201021193,0,test
201021201,0,train
201021219,0,test
201021227,0,test
201021235,0,test
201021243,1,test
201021250,0,test
201021268,0,test
201021276,0,train
201021284,0,test
201021292,0,test
201021300,0,train
201021318,0,test
201021326,0,train
201021334,0,test
201021342,1,test
201021359,0,test
201021367,0,test
201021375,0,test
201021383,0,test
201021391,0,train
201021409,0,test
201021417,0,test
201021425,0,train
201021433,0,train
201021441,0,test
201021458,0,train
201021466,0,train
201021482,0,test
201021490,0,test
201021508,0,test
201021516,0,test
201021524,0,test
201021532,0,test
201021540,0,train
201021557,0,test
201021565,0,test
201021573,0,test
201021581,0,test
201021599,0,test
201021607,1,train
201021615,0,test
201021623,0,test
201021631,0,train
201021656,1,test
201021664,0,train
201021672,0,train
201021680,0,train
201021698,0,test
201021706,0,train
201021714,0,train
201021722,0,train
201021730,0,test
201021748,0,test
201021755,0,test
201021763,0,train
201021771,0,test
201021789,0,test
201021797,0,test
201021805,0,test
201021813,0,test
201021821,0,test
201021847,0,test
201021854,0,train
201021862,0,test
201021870,1,test
201021888,0,test
201021896,0,test
201021904,0,test
201021912,0,test
201021920,0,train
201021938,0,test
201021946,0,test
201021953,0,test
201021961,0,train
201021979,0,train
201021987,0,test
201021995,0,test
201022001,0,train
201022019,0,test
201022027,0,validation
201022035,0,validation
201022043,0,train
201022050,0,test
201022068,0,test
201022076,0,test
201022084,0,validation
201022092,0,validation
201022100,0,validation
201022118,0,validation
201022126,0,validation
201022134,1,validation
201022142,0,validation
201022159,0,validation
201022167,0,validation
201022175,1,validation
201022191,0,validation
201022209,0,validation
201022217,0,validation
201022225,0,validation
201022233,1,validation
201022241,1,validation
201022258,0,validation
201022266,0,validation
201022274,1,validation
201022308,0,validation
201022316,0,validation
201022324,0,validation
201022332,0,validation
201022340,0,validation
201022357,0,validation
201022365,0,validation
201022373,0,validation
201022381,0,validation
201022399,0,validation
201022407,0,validation
201022415,0,validation
201022423,0,validation
201022431,0,validation
201022449,0,validation
201022456,0,validation
201022464,0,validation
201022472,0,validation
201022480,0,validation
201022498,0,validation
201022506,0,validation
201022514,0,validation
201022522,0,validation
201022530,0,validation
201022548,0,validation
201022555,0,validation
201022563,0,validation
201022571,0,validation
201022589,0,validation
201022597,0,validation
201022605,1,validation
201022613,0,validation
201022621,0,validation
201022639,0,validation
201022647,0,validation
201022654,0,validation
201022670,0,validation
201022688,0,validation
201022696,0,validation
201022704,0,validation
201022712,0,validation
201022720,0,validation
201022738,1,validation
201022746,0,validation
201022787,0,validation
201022803,0,validation
201022811,0,validation
201022829,0,validation
201022837,0,validation
201022852,0,validation
201022860,0,validation
201022878,1,validation
201022886,0,validation
201022894,0,validation
201022902,0,validation
201022910,0,validation
201022928,0,validation
201022936,1,validation
201022944,0,validation
201022951,0,validation
201022977,1,validation
201022985,0,validation
201022993,0,validation
201023009,0,validation
201023017,0,validation
201023025,0,validation
201023033,0,validation
201023041,0,validation
201023058,0,validation
201023066,0,validation
201023074,0,validation
201023082,0,validation
201023090,0,validation
201023108,0,validation
201023124,0,validation
201023132,0,validation
201023140,1,validation
201023157,0,validation
201023165,0,validation
201023173,0,validation
201023199,0,validation
201023207,1,validation
201023215,0,validation
201023223,0,validation
201023231,0,validation
201023249,0,validation
201023256,0,validation
201023264,0,validation
201023272,0,validation
201023280,0,validation
201023298,0,validation
201023306,0,validation
201023314,1,validation
201023322,0,validation
201023330,0,validation
201023348,0,validation
201023355,0,validation
201023363,1,validation
201023371,0,validation
201023389,0,validation
201023397,0,validation
201023413,0,validation
201023421,0,validation
201023439,0,validation
201023447,0,validation
201023454,0,validation
201023462,0,validation
201023470,0,validation
201023488,0,validation
201023496,0,validation
201023504,0,validation
201023520,1,validation
201023538,0,validation
201023546,0,validation
201023553,0,validation
201023561,0,validation
201023579,0,validation
201023587,0,validation
201023595,0,validation
201023603,0,validation
201023611,0,validation
201023629,0,validation
201023637,0,validation
201023645,0,validation
201023652,0,validation
201023660,0,validation
201023678,1,validation
201023686,1,validation
201023694,0,validation
201023702,0,validation
201023710,0,validation
201023728,0,validation
201023736,0,validation
201023744,0,validation
201023751,0,validation
201023769,0,validation
201023777,0,validation
201023785,0,validation
201023793,0,validation
201023827,0,validation
201023835,0,validation
201023843,0,validation
201023850,1,validation
201023868,1,validation
201023876,0,validation
201023884,0,validation
201023892,0,validation
201023900,0,validation
201023918,0,validation
201023926,0,validation
201023934,0,validation
201023942,0,validation
201023959,0,validation
201023967,0,validation
201023983,0,validation
201023991,0,validation
201024015,0,validation
201024023,0,validation
201024049,0,validation
201024056,0,validation
201024072,0,validation
201024080,0,validation
201024098,0,validation
201024114,0,validation
201024122,0,validation
201024130,0,validation
201024148,0,validation
201024155,1,validation
201024171,0,validation
201024189,0,validation
201024197,0,validation
201024205,0,validation
201024213,0,validation
201024239,0,validation
201024247,0,validation
201024270,0,validation
201024288,0,validation
201024296,0,validation
201024312,0,validation
201030061,0,train
201030079,0,train
201030095,0,test
201030111,0,train
201030129,0,test
201030145,0,test
201030152,0,train
201030160,1,train
201030178,0,train
201030186,1,test
201030202,0,train
201030210,1,test
201030228,0,train
201030236,0,test
201030244,0,test
201030277,0,test
201030293,1,test
201030301,1,train
201030327,0,train
201030335,0,train
201030343,0,test
201030368,0,train
201030376,0,test
201030384,0,test
201030392,0,train
201030418,0,test
201030426,0,test
201030434,0,train
201030442,0,test
201030459,0,test
201030475,0,test
201030483,0,train
201030491,0,test
201030525,0,test
201030533,0,test
201030541,0,test
201030558,0,test
201030566,1,train
201030574,0,test
201030590,0,train
201030608,0,train
201030616,0,test
201030624,0,test
201030632,1,test
201030640,0,train
201030657,0,test
201030665,0,train
201030681,0,train
201030707,0,test
201030715,0,test
201030731,0,test
201030749,0,train
201030756,0,test
201030764,1,test
201030772,0,train
201030780,0,test
201030806,0,train
201030814,1,test
201030822,0,test
201030830,0,test
201030848,0,test
201030863,1,test
201030871,0,train
201030889,0,test
201030897,0,test
201030905,0,test
201030913,0,test
201030921,0,train
201030939,0,test
201030954,0,test
201030962,1,test
201030970,0,test
201030996,0,train
201031028,0,train
201031036,0,train
201031044,0,train
201031051,1,train
201031069,1,test
201031077,0,train
201031085,0,test
201031093,0,test
201031101,0,test
201031119,0,test
201031127,0,test
201031143,0,train
201031150,0,test
201031168,0,test
201031176,0,test
201031184,0,test
201031192,0,test
201031200,0,test
201031218,0,test
201031226,0,train
201031234,0,test
201031242,0,train
201031259,0,train
201031267,0,test
201031275,0,test
201031283,0,test
201031291,0,test
201031309,0,test
201031317,0,train
201031333,0,test
201031341,0,train
201031358,0,test
201031374,0,test
201031382,0,train
201031390,0,test
201031408,0,test
201031424,0,test
201031432,0,train
201031440,0,test
201031457,0,test
201031465,0,train
201031473,0,test
201031481,0,test
201031499,0,test
201031507,0,train
201031515,0,test
201031523,0,test
201031531,0,test
201031549,0,test
201031556,0,test
201031564,0,test
201031572,1,test
201031580,0,test
201031598,0,train
201031606,0,train
201031614,0,train
201031622,0,test
201031630,0,test
201031648,0,test
201031655,0,test
201031663,0,test
201031671,0,test
201031689,0,test
201031705,0,train
201031713,1,train
201031721,0,test
201031739,0,test
201031747,0,train
201031762,0,train
201031770,0,test
201031788,0,test
201031796,0,test
201031804,0,train
201031812,0,test
201031820,0,train
201031838,0,test
201031853,0,test
201031861,0,test
201031879,0,test
201031895,0,train
201031911,1,test
201031929,0,test
201031945,0,test
201031952,0,train
201031960,0,train
201031978,0,test
201031986,0,train
201031994,0,test
201032018,0,test
201032034,0,test
201032059,0,test
201032067,0,train
201032075,0,train
201032083,0,test
201032091,0,train
201032109,0,test
201032117,0,test
201032125,0,test
201032133,0,train
201032141,0,test
201032158,0,test
201032166,0,test
201032174,0,train
201032182,1,test
201032190,0,train
201032208,0,train
201032216,0,test
201032224,0,test
201032232,0,test
201032240,0,train
201032257,0,test
201032265,0,test
201032281,0,test
201032299,0,test
201032307,0,test
201032315,0,train
201032323,0,train
201032331,0,test
201032349,0,test
201032356,0,train
201032372,0,test
201032380,0,test
201032398,0,test
201032406,0,test
201032414,0,test
201032422,0,train
201032430,1,test
201032448,0,test
201032455,0,test
201032463,0,test
201032471,0,train
201032489,0,test
201032505,0,train
201032513,1,test
201032521,0,test
201032539,0,test
201032547,0,test
201032554,0,test
201032562,0,train
201032570,0,test
201032588,0,train
201032596,0,test
201032604,0,train
201032612,0,test
201032638,0,test
201032646,0,train
201032653,0,train
201032661,0,train
201032679,1,test
201032687,0,train
201032695,0,train
201032703,0,test
201032711,0,test
201032729,0,train
201032737,0,test
201032745,0,test
201032752,0,test
201032760,0,test
201032786,0,test
201032794,0,test
201032802,0,test
201032828,0,test
201032836,0,test
201032844,0,train
201032851,0,test
201032869,0,test
201032877,0,test
201032893,0,test
201032901,0,train
201032919,0,test
201032927,1,test
201032935,0,test
201032943,0,test
201032950,0,train
201032968,0,test
201032984,0,test
201032992,0,train
201033008,0,test
201033016,0,test
201033024,0,test
201033040,0,test
201033057,0,test
201033073,0,test
201033081,0,test
201033099,0,test
201033107,0,train
201033123,0,test
201033131,0,test
201033149,1,train
201033156,0,train
201033164,0,test
201033172,0,test
201033180,0,test
201033198,0,train
201033206,1,test
201033214,0,train
201033222,0,test
201033230,0,test
201033255,0,test
201033263,0,train
201033271,0,test
201033289,0,test
201033297,0,train
201033305,0,test
201033313,0,test
201033321,0,train
201033339,0,test
201033347,0,test
201033354,1,train
201033362,0,test
201033370,0,train
201033388,0,test
201033396,0,train
201033404,0,test
201033412,0,train
201033438,0,test
201033446,0,test
201033453,0,test
201033461,0,test
201033479,0,test
201033487,0,train
201033495,0,test
201033503,0,test
201033529,0,test
201033537,0,test
201033545,0,test
201033552,0,test
201033560,0,test
201033578,0,train
201033594,0,test
201033602,0,train
201033610,0,test
201033628,0,test
201033636,0,train
201033644,0,test
201033651,0,test
201033669,0,test
201033677,0,train
201033685,0,test
201033693,0,train
201033701,0,test
201033719,0,train
201033727,0,test
201033735,1,test
201033743,0,test
201033750,0,test
201033768,0,test
201033776,0,train
201033784,0,test
201033792,0,train
201033800,0,test
201033818,0,test
201033826,0,test
201033834,0,test
201033842,0,test
201033859,0,test
201033867,0,test
201033875,0,test
201033883,0,train
201033891,0,test
201033909,0,test
201033917,0,train
201033925,0,test
201033933,0,test
201033941,0,train
201033958,0,test
201033966,1,test
201033974,0,train
201033982,0,train
201033990,0,test
201034006,1,test
201034014,0,test
201034022,0,train
201034030,0,test
201034048,0,test
201034055,0,test
201034063,0,train
201034071,0,test
201034089,0,test
201034097,0,test
201034105,0,train
201034113,0,test
201034121,1,test
201034147,0,test
201034154,0,test
201034162,0,train
201034170,0,train
201034188,0,test
201034196,0,test
201034204,0,test
201034212,0,train
201034220,0,train
201034238,0,test
201034246,0,test
201034253,0,train
201034261,0,train
201034279,0,train
201034295,0,test
201034303,0,test
201034311,0,test
201034329,0,train
201034337,0,train
201034345,0,train
201034352,0,test
201034360,1,test
201034378,0,train
201034394,0,test
201034402,0,test
201034410,0,test
201034428,0,train
201034436,0,test
201034444,0,train
201034451,1,test
201034477,0,test
201034485,0,test
201034493,0,train
201034501,0,test
201034519,0,test
201034535,0,test
201034543,0,test
201034550,1,test
201034568,0,test
201034592,0,train
201034600,0,test
201034618,0,train
201034626,0,test
201034634,0,test
201034642,0,train
201034659,0,test
201034667,0,test
201034675,0,test
201034683,0,test
201034691,1,test
201034709,0,train
201034717,0,test
201034725,0,test
201034733,0,train
201034741,0,train
201034758,0,test
201034766,0,test
201034774,0,test
201034808,0,train
201034816,1,test
201034824,0,test
201034832,0,train
201034840,0,train
201034857,1,train
201034881,1,test
201034899,0,train
201034907,0,test
201034923,0,test
201034931,0,train
201034949,0,test
201034956,0,test
201034964,0,test
201034972,0,test
201034980,0,test
201034998,0,train
201035003,0,train
201035011,0,test
201035029,0,test
201035037,0,test
201035045,0,test
201035052,0,test
201035060,0,test
201035078,0,train
201035086,0,train
201035094,1,train
201035102,0,test
201035110,0,test
201035128,0,test
201035144,0,test
201035151,0,test
201035169,0,train
201035177,0,train
201035185,0,test
201035193,0,test
201035219,0,train
201035227,1,train
201035235,0,train
201035243,0,train
201035250,0,test
201035268,0,test
201035276,0,train
201035300,0,test
201035318,0,test
201035326,0,train
201035334,0,test
201035342,0,train
201035359,0,test
201035375,0,test
201035383,0,test
201035391,0,test
201035409,0,test
201035417,0,test
201035425,0,train
201035433,0,test
201035441,0,test
201035458,0,test
201035466,0,train
201035474,0,test
201035482,0,test
201035490,0,test
201035508,0,train
201035516,0,train
201035524,0,test
201035532,0,train
201035540,0,test
201035557,0,train
201035565,0,train
201035573,0,test
201035581,0,test
201035599,0,train
201035607,0,train
201035623,0,train
201035631,0,train
201035649,1,train
201035656,0,test
201035664,0,test
201035672,1,test
201035680,0,test
201035698,0,train
201035714,0,test
201035722,0,test
201035730,0,test
201035748,0,test
201035755,0,test
201035763,0,test
201035771,0,train
201035789,1,test
201035797,0,test
201035813,0,test
201035821,0,test
201035839,0,test
201035847,0,test
201035854,0,test
201035862,0,test
201035870,0,test
201035888,0,test
201035896,0,test
201035904,0,test
201035912,0,test
201035920,0,test
201035938,0,test
201035946,0,train
201035953,0,train
201035979,0,train
201035987,1,test
201036001,0,test
201036019,0,test
201036027,0,test
201036035,0,test
201036043,0,train
201036050,0,test
201036068,0,test
201036076,0,test
201036084,0,train
201036092,0,test
201036100,0,test
201036126,0,test
201036134,0,test
201036142,0,test
201036159,0,test
201036175,0,train
201036183,0,test
201036191,0,train
201036209,0,test
201036217,0,test
201036233,1,test
201036241,0,test
201036258,0,train
201036266,0,test
201036274,1,test
201036282,0,test
201036290,0,test
201036308,0,test
201036316,0,test
201036324,0,test
201036340,0,test
201036357,0,train
201036365,0,test
201036373,0,test
201036381,0,test
201036399,0,test
201036407,0,train
201036415,0,test
201036423,0,test
201036431,0,test
201036449,0,test
201036456,0,test
201036464,0,test
201036472,0,test
201036480,0,test
201036498,0,train
201036506,0,test
201036514,0,test
201036522,0,test
201036530,0,train
201036548,0,test
201036555,0,train
201036563,0,test
201036571,0,test
201036589,0,train
201036597,0,test
201036605,0,test
201036613,0,test
201036621,0,test
201036639,0,test
201036647,0,train
201036654,0,test
201036662,0,train
201036670,0,train
201036688,0,test
201036696,0,test
201036704,0,train
201036720,0,test
201036746,0,test
201036753,0,train
201036761,0,test
201036779,0,test
201036787,0,test
201036795,0,test
201036803,0,test
201036829,0,test
201036837,0,test
201036845,0,test
201036852,0,train
201036860,0,test
201036878,1,test
201036886,0,test
201036894,0,test
201036902,0,test
201036910,0,train
201036928,0,test
201036936,0,test
201036944,0,test
201036951,0,test
201036969,0,test
201036977,0,test
201036985,0,train
201037025,0,test
201037033,0,train
201037041,0,test
201037058,0,test
201037066,0,train
201037074,0,test
